major_minor,course_id,course_code,course_name,description,credits_min,credits_max,prerequisites,corequisites,postrequisites,schedule_link,notes
Industrial Engineering,5413,SE 290,ISE Undergraduate Seminar,"Lecture-discussion series by department faculty and visiting professional engineers addressing ethics, professional registration, the role of technical societies, and the relation of engineering to such disciplines as economics, sociology, and government. Course Information: Approved for S/U grading only. Class Schedule Information: It is recommended this seminar be taken in the sophomore year.",0,0,,, SE494,https://courses.illinois.edu/schedule/terms/SE/290,
Industrial Engineering,5415,IE 310,Determin Models in Optmzation,"Linear Optimization - Simplex method, duality, and sensitivity analysis, Transportation and Assignment Problems, Network Optimization Models, Dynamic Programming, Nonlinear optimization, and Discrete optimization. Course Information: Credit is not given for both IE 310 and CEE 201. Prerequisite: Credit or concurrent registration in MATH 257 or MATH 415.",3,3,MATH415 MATH257,MATH415 MATH257, IE360 IE361 IE370 SE494 IE371,https://courses.illinois.edu/schedule/terms/IE/310,
Industrial Engineering,7266,MATH 257,Linear Algebra w Computat Appl,"Introductory course incorporating linear algebra concepts with computational tools, with real world applications to science, engineering and data science. Topics include linear equations, matrix operations, vector spaces, linear transformations, eigenvalues, eigenvectors, inner products and norms, orthogonality, linear regression, equilibrium, linear dynamical systems and the singular value decomposition. Course Information: Credit is not given for both MATH 257 and any of MATH 125, MATH 225, MATH 227, MATH 415 or ASRM 406. Prerequisite: MATH 220 or MATH 221; CS 101 or equivalent programming experience. Class Schedule Information: Students must register for a lecture, a lab, and a discussion section.",3,3,MATH221 MATH220 CS101,, TAM211 IE310,https://courses.illinois.edu/schedule/terms/MATH/257,
Industrial Engineering,5416,IE 360,Facilities Planning and Design,"Facility planning, plant layout design, and materials handling analysis; determination of facilities requirements, site selection, materials flow, use of analytical and computerized techniques including simulation, and applications to areas such as manufacturing, warehousing, and office planning. Course Information: Prerequisite: Credit or concurrent enrollment in IE 310.",3,3,IE310,IE310,,https://courses.illinois.edu/schedule/terms/IE/360,
Industrial Engineering,5292,ME 330,Engineering Materials,"Structures of polymers, metals, and ceramics as the basis for their mechanical behavior. Manipulation of structure through such processes as heat treatment and solidification. Mechanisms of material failure in service (yielding, fracture, fatigue, creep, corrosion, and wear) and simple design techniques to avoid these failures. Strategies for materials selection in design. Course Information: Credit is not given for both ME 330 and either CEE 300 or MSE 280. Prerequisite: CHEM 102 and TAM 251. Class Schedule Information: Students must register for one lab and one lecture section.",4,4,CHEM102 TAM251,,,https://courses.illinois.edu/schedule/terms/ME/330,
Industrial Engineering,5417,IE 361,Production Planning & Control,"Scope of production systems and activities involved in their design, establishment, management, operation, and maintenance; mathematical and computer models for planning and control of facilities, human resources, projects, products, material, and information in production systems. Course Information: Prerequisite: IE 310.",3,3,IE310,,,https://courses.illinois.edu/schedule/terms/IE/361,
Industrial Engineering,5418,IE 370,Stochastic Processes & Applic,"Introduction to stochastic processes with applications in decision-making under uncertainty. Topics include newsvendor problem, discrete-time Markov chain (including classification of states, stationary distribution, absorbing states), Poisson processes (including time-homogenous, time-nonhomogeneous, thinning Poisson), continuous-time Markov chain (including Markov property, generator matrix, stationary distribution), queuing theory (including M/M/k queue, open Jackson network), and Markov decision processes (including finite-horizon models, infinite-horizon models). Course Information: Prerequisite: IE 300 and IE 310.",3,3,IE300 IE310,,,https://courses.illinois.edu/schedule/terms/IE/370,
Industrial Engineering,5419,IE 400,Design & Anlys of Experiments,"Concepts and methods of design of experiments for quality design, improvement and control. Simple comparative experiments, including concepts of randomization and blocking, and analysis of variance techniques; factorial and fractional factorial designs; Taguchi's concepts and methods; second-order designs; response surface methodology. Engineering applications and case studies. Course Information: 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: IE 300.",3,3,IE300,,,https://courses.illinois.edu/schedule/terms/IE/400,
Industrial Engineering,5420,SE 494,Senior Engineering Project I,"Senior engineering project - team component. Student teams of three or four, guided by faculty advisors, develop solutions to real-world engineering problems provided by industry-partnering companies, subject to realistic constraints and supported by economic analyses and recommendations for implementation. Prototype solutions fabricated where practical. Multiple reports and presentations throughout the term. Several trips to company typical. Common project grade for all team members. Course Information: 3 undergraduate hours. No graduate credit. Prerequisite: SE 311, TAM 335, and credit or concurrent enrollment in SE Design Elective; or IE Technical Elective. Must enroll concurrently in SE 495. Must enroll concurrently in SE 495.",3,3,SE261 SE311 IE310 IE311 TAM335 DE ESE TE IE-TE SE290 IE300,SE495 DE ESE, SE495,https://courses.illinois.edu/schedule/terms/SE/494,
Industrial Engineering,5421,SE 495,Senior Engineering Project II,Adjunct to SE 494. Senior engineering project -- individual component. Individual grade for each team member. SE 494 and SE 495 taken concurrently fulfill the Advanced Composition Requirement. Course Information: 2 undergraduate hours. No graduate credit. Prerequisite: Concurrent registration in SE 494.,2,2,,SE494, SE494,https://courses.illinois.edu/schedule/terms/SE/495,
Industrial Engineering,7730,IE 371,Simulation Modeling for IE,"Use of discrete-event simulation in the modeling and analysis of complex systems subject to uncertainty. At the end of the course, the students should be able to develop simulation models of complex, real-life systems; design simulation experiments; analyze and interpret the results of the simulation; and effectively organize and present simulation-based projects. The main part of the class will be spent on the development of simulation models using software such as Arena by Rockwell. Other topics of the course also include input modeling, selecting distributions, generating random variables, sensitivity analysis, simulation optimization, and reporting and analyzing simulation outputs. Course Information: Prerequisite: IE 300 and IE 310. Restricted to Junior and Senior Standing.",3,3,IE300 IE310,,,https://courses.illinois.edu/schedule/terms/IE/371,
