course_id,name,credit_hours,description,prerequisite,link
CHEM 105,General Chemistry Lab II,1,[IAI Code: CHM912] Laboratory studies to accompany CHEM 104 . Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 105 and CHEM 205 . Prerequisite: CHEM 102 and CHEM 103 . Credit or concurrent registration in CHEM 104 is required.,Prerequisite: CHEM 102 and CHEM 103 .,https://courses.illinois.edu/schedule/terms/CHEM/105
CHEM 108,"Chemistry, Everyday Phenomena",3,"[IAI Code: P1903] Laboratory-based work in which students will evaluate products (such as antacids), synthesize materials (such as soap), and gain a better understanding of forensic chemistry. Credit in CHEM 108 does not count toward Chemistry requirements for students in the Specialized Curriculum in Chemistry, the Science and Letters Chemistry major, the Chemistry Teaching Option, or the Chemistry minor; however the course may be taken by students in any of these groups for general education hours. Additional fees may apply. See Class Schedule. Prerequisite: Credit or concurrent registration in MATH 112 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences",Prerequisite: Credit or concurrent registration in MATH 112 .,https://courses.illinois.edu/schedule/terms/CHEM/108
CHEM 150,First Semester Success in Chemistry,1,"First year orientation course for Chemistry majors focused on helping students develop a sense of community, acquire the study tools and skills needed to succeed in college-level STEM courses, and identify resources to begin exploring career options. Discussions, group-based activities, short reflective writings, and attendance at campus events (career fairs) and workshops (developing a resume, getting started in research) are emphasized. Prerequisite: Concurrent enrollment in one of CHEM 101 , CHEM 102 , CHEM 202 , or CHEM 222 . Restricted to freshmen Chemistry (BS & BSLAS) majors only.","Prerequisite: Concurrent enrollment in one of CHEM 101 , CHEM 102 , CHEM 202 , or CHEM 222 .",https://courses.illinois.edu/schedule/terms/CHEM/150
CHEM 197,Individual Study Freshman,1 to 2,"Individual study of problems related to chemistry or research not necessarily leading to a senior thesis. May be repeated in separate terms to a maximum of 4 hours. A maximum of 2 hours may be used toward the major. A maximum of 18 hours of CHEM 197 , CHEM 297 , CHEM 397 , CHEM 497 and/or CHEM 499 may be used toward the degree. Prerequisite: Chemistry faculty approval required to register.",Prerequisite: Chemistry faculty approval required to register.,https://courses.illinois.edu/schedule/terms/CHEM/197
CHEM 199,Undergraduate Open Seminar,0 to 5,Approved for letter and S/U grading. May be repeated.,,https://courses.illinois.edu/schedule/terms/CHEM/199
CHEM 202,Accelerated Chemistry I,3,"Lectures and discussions. Beginning chemistry course for students in the chemical sciences and others with strong high school chemistry and mathematics preparation. Chemical calculations, structure, bonding and equilibrium. Credit is not given for both CHEM 202 and CHEM 102 . Prerequisite: Credit or concurrent registration in MATH 220 or MATH 221 ; concurrent registration in CHEM 203 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences",Prerequisite: Credit or concurrent registration in MATH 220 or MATH 221 ; concurrent registration in CHEM 203 .,https://courses.illinois.edu/schedule/terms/CHEM/202
CHEM 203,Accelerated Chemistry Lab I,2,Companion laboratory course to CHEM 202 . Comprehensive skills-oriented approach to learning laboratory technique and safety. Additional fees may apply. See Class Schedule. Students may receive no more than two credit hours for both this course and CHEM 103 . Prerequisite: Concurrent registration or credit in CHEM 202 or consent of instructor.,Prerequisite: Concurrent registration or credit in CHEM 202 or consent of instructor.,https://courses.illinois.edu/schedule/terms/CHEM/203
CHEM 204,Accelerated Chemistry II,3,"Continuation of CHEM 202 . Lectures and discussions. Emphasizes chemical thermodynamics, equilibrium, chemical kinetics, and coordination chemistry. Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205 , or consent of instructor. This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences","Prerequisite: CHEM 202 and/or CHEM 203 and concurrent registration in CHEM 205 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/CHEM/204
CHEM 205,Accelerated Chemistry Lab II,2,"Laboratory and discussion. Includes experiments in qualitative analysis, inorganic synthesis, and kinetics as well as an individual project. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 205 and CHEM 223 . Prerequisite: Concurrent registration in CHEM 204 or consent of department.",Prerequisite: Concurrent registration in CHEM 204 or consent of department.,https://courses.illinois.edu/schedule/terms/CHEM/205
CHEM 222,Quantitative Analysis Lecture,2,"Fundamentals of quantitative analysis, chemical equilibrium and kinetics. This lecture course is intended to accompany CHEM 223 . Students with credit in CHEM 222 can receive credit for CHEM 203 . Prerequisite: CHEM 104 and CHEM 105 or equivalent.",Prerequisite: CHEM 104 and CHEM 105 or equivalent.,https://courses.illinois.edu/schedule/terms/CHEM/222
CHEM 223,Quantitative Analysis Lab,2,"Laboratory course covers the fundamentals of quantitative analysis, equilibrium and kinetics. Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 223 and CHEM 205 . Prerequisite: Credit or concurrent registration in CHEM 222 .",Prerequisite: Credit or concurrent registration in CHEM 222 .,https://courses.illinois.edu/schedule/terms/CHEM/223
CHEM 233,Elementary Organic Chem Lab I,2,"Basic laboratory techniques in organic chemistry are presented with emphasis on the separation, isolation, and purification of organic compounds. For students in agricultural science, dairy technology, food technology, nutrition, dietetics, premedical, predental, and preveterinary programs. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 233 and CHEM 237 . Prerequisite: Credit or concurrent registration in CHEM 232 .",Prerequisite: Credit or concurrent registration in CHEM 232 .,https://courses.illinois.edu/schedule/terms/CHEM/233
CHEM 236,Fundamental Organic Chem I,4,"Fundamental structural, synthetic, and mechanistic organic chemistry is presented. For students whose major is chemistry or for those in the specialized curricula in chemistry or chemical engineering. The first term of a two-term integrated sequence (to be followed by CHEM 436 ). This lecture course is intended to accompany CHEM 237 . Credit is not given for both CHEM 236 and CHEM 232 . Prerequisite: Completion of CHEM 104 with a B- or higher, or completion of CHEM 204 , or completion of CHEM 222 and 223.","Prerequisite: Completion of CHEM 104 with a B- or higher, or completion of CHEM 204 , or completion of CHEM 222 and 223.",https://courses.illinois.edu/schedule/terms/CHEM/236
CHEM 237,Structure and Synthesis,2,"Laboratory course introduces synthesis and the basic techniques for the separation, isolation and purification of organic and inorganic compounds. Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 237 and CHEM 233 . Prerequisite: Credit or concurrent registration in CHEM 236 .",Prerequisite: Credit or concurrent registration in CHEM 236 .,https://courses.illinois.edu/schedule/terms/CHEM/237
CHEM 293,Cooperative Education Practice,0,Off-campus cooperative practice of chemistry or chemical engineering in industrial or governmental facilities. Each chemistry or chemical engineering student participating in cooperative education must register for CHEM 293 for each off-campus term. Same as CHBE 202 . Approved for S/U grading only. Prerequisite: Acceptance into the School of Chemical Sciences Cooperative Education Program.,Prerequisite: Acceptance into the School of Chemical Sciences Cooperative Education Program.,https://courses.illinois.edu/schedule/terms/CHEM/293
